en,fr,it,de,es,ko,kana
It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.,It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.,It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.,It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.,It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.,It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.,It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.
"When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.","When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.","When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.","When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.","When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.","When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.","When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way."
"It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head.","It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head.","It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head.","It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head.","It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head.","It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head.","It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head."
"When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.","When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.","When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.","When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.","When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.","When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.","When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma."
"For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.","For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.","For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.","For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.","For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.","For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.","For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals."
"It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.","It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.","It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.","It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.","It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.","It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.","It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular."
"It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.","It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.","It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.","It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.","It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.","It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.","It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality."
"The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve.","The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve.","The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve.","The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve.","The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve.","The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve.","The males will do whatever the females tell them. They give the females most of their food. Due to malnutrition, the males can’t evolve."
Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.,Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it.
It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.,It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.,It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.,It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.,It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.,It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.,It boasts power enough to split large trees in half. The organ on its rear releases an odor that it uses to communicate with others of its kind.
It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.,It waves its hands wildly in intimidation and warning. Life is over for anyone who doesn’t run away as fast as possible.
"Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care.","Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care.","Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care.","Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care.","Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care.","Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care.","Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care."
"It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.","It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.","It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.","It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.","It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.","It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.","It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care."
"A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow.","A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow.","A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow.","A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow.","A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow.","A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow.","A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow."
"It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy.","It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy.","It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy.","It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy.","It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy.","It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy.","It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy."
It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.,It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.,It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.,It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.,It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.,It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.,It normally spends its time meditating in the treetops. It throws Poké Balls and gives other Pokémon orders as it pleases.
They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.,They use their saliva to stick leaves to their shoulders. You can tell what troop they belong to from the position of the leaves.
"It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it.","It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it.","It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it.","It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it.","It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it.","It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it.","It will pick up anything it finds on the ground. Sometimes it finds coins, so Murkrow and Meowth will go after it."
The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.,The shell covering its body is as hard as diamond. This Pokémon will do anything it takes to win.
"It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back.","It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back.","It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back.","It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back.","It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back.","It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back.","It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back."
Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.
The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.,The tradition known as Pyukumuku chucking started from the custom of throwing Pyukumuku back into the sea after they wash onshore.
"A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen.","A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen.","A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen.","A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen.","A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen.","A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen.","A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen."
"This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased.","This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased.","This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased.","This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased.","This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased.","This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased.","This is its form once it has awakened and evolved. Freed from its heavy mask, its speed is greatly increased."
"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.","It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.","It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.","It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.","It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.","It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.","It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground."
"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.","It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.","It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.","It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.","It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.","It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.","It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether."
It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.
"When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily.","When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily.","When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily.","When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily.","When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily.","When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily.","When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily."
"It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside.","It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside.","It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside.","It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside.","It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside.","It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside.","It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside."
"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.","It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.","It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.","It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.","It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.","It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.","It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area."
"If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground.","If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground.","If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground.","If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground.","If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground.","If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground.","If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground."
It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.
It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.
"It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks.","It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks.","It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks.","It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks.","It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks.","It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks.","It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks."
"When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around.","When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around.","When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around.","When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around.","When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around.","When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around.","When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around."
"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.","Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.","Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.","Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.","Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.","Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.","Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack."
It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.
"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.","Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.","Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.","Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.","Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.","Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.","Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy."
"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.","This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.","This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.","This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.","This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.","This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.","This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered."
"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.","Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.","Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.","Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.","Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.","Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.","Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care."
The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.
Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.
"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”","Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”","Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”","Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”","Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”","Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”","Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”"
"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.","A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.","A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.","A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.","A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.","A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.","A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin."
"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
"A life-form that lives in another world, its body is thin and supple, but it also possesses great power.","A life-form that lives in another world, its body is thin and supple, but it also possesses great power.","A life-form that lives in another world, its body is thin and supple, but it also possesses great power.","A life-form that lives in another world, its body is thin and supple, but it also possesses great power.","A life-form that lives in another world, its body is thin and supple, but it also possesses great power.","A life-form that lives in another world, its body is thin and supple, but it also possesses great power.","A life-form that lives in another world, its body is thin and supple, but it also possesses great power."
"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.","One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.","One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.","One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.","One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.","One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.","One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms."
